labelId,timestamp,endTimestamp
investigation,0.033,2.867
investigation,3.333,5.600
investigation,5.967,9.433
investigation,9.767,11.600
investigation,15.000,16.767
investigation,23.333,33.967
investigation,34.767,37.467
investigation,39.900,43.400
investigation,44.133,45.100
investigation,55.700,56.633
investigation,65.633,71.067
investigation,71.733,75.267
investigation,77.000,77.267
investigation,78.800,85.800
investigation,86.167,91.067
investigation,93.333,93.467
investigation,97.733,98.200
investigation,101.500,102.267
investigation,103.833,104.667
investigation,124.333,124.567
investigation,129.200,129.733
investigation,143.267,143.533
investigation,143.633,144.667
investigation,144.867,145.167
investigation,150.900,151.233
investigation,153.667,153.967
investigation,156.167,157.067
investigation,168.667,168.867
investigation,169.767,169.900
investigation,170.600,171.067
investigation,172.700,179.600
investigation,184.333,185.667
investigation,186.367,186.867
investigation,188.167,188.567
investigation,189.400,189.700
investigation,192.600,192.800
investigation,218.000,218.600
investigation,220.133,221.067
investigation,225.833,226.133
investigation,226.500,230.800
investigation,232.267,233.900
investigation,237.733,243.467
investigation,245.067,253.167
investigation,254.933,260.700
investigation,261.733,279.267
investigation,281.333,295.167
investigation,295.500,297.267
investigation,299.900,300.100
investigation,307.000,308.533
investigation,313.167,313.833
investigation,315.967,316.300
investigation,318.000,318.200
investigation,327.167,327.733
investigation,332.100,332.867
investigation,336.400,337.067
investigation,356.000,358.067
investigation,358.800,359.333
investigation,363.867,367.067
investigation,367.400,368.033
investigation,368.833,369.400
investigation,370.067,373.667
investigation,376.233,376.633
investigation,377.667,381.033
