labelId,timestamp,endTimestamp
attack,0.033,0.167
investigation,4.333,4.567
investigation,5.767,7.067
investigation,10.033,11.233
mount,11.233,13.833
investigation,13.833,14.767
mount,14.767,15.200
investigation,15.200,15.533
investigation,19.300,19.633
investigation,27.933,36.200
investigation,39.167,39.867
investigation,41.967,42.067
investigation,42.800,52.633
investigation,60.167,65.633
investigation,67.733,69.133
investigation,74.367,75.200
investigation,79.633,79.800
investigation,95.433,96.533
investigation,99.267,99.633
investigation,116.500,118.867
investigation,123.000,123.967
investigation,128.467,130.267
mount,130.267,131.500
investigation,131.500,134.600
investigation,139.667,150.000
investigation,157.200,164.033
investigation,173.567,178.067
investigation,196.867,197.267
investigation,198.633,199.200
investigation,206.567,207.000
investigation,207.767,208.233
mount,208.233,208.833
mount,209.900,210.733
investigation,216.300,217.267
investigation,222.200,223.467
investigation,231.800,232.267
investigation,233.433,233.933
investigation,240.667,241.967
mount,241.967,243.067
investigation,243.067,243.767
investigation,256.300,258.633
investigation,263.600,263.900
investigation,264.667,265.300
investigation,277.533,279.100
investigation,282.033,286.933
attack,286.933,291.300
investigation,291.300,292.267
attack,292.267,301.467
investigation,301.467,302.567
attack,302.567,304.500
investigation,304.500,306.333
attack,306.333,309.800
investigation,309.800,311.000
attack,311.000,318.033
investigation,318.033,324.900
attack,324.900,326.633
investigation,326.633,328.000
investigation,338.000,339.900
investigation,356.467,357.567
investigation,364.133,364.867
investigation,375.933,380.033
