labelId,timestamp,endTimestamp
investigation,0.633,8.300
investigation,9.433,24.467
investigation,43.467,45.033
investigation,52.467,52.800
investigation,55.867,58.200
investigation,82.033,82.533
investigation,84.267,84.700
investigation,87.367,87.767
investigation,89.367,89.633
investigation,94.433,94.667
investigation,94.933,100.067
investigation,131.000,131.467
investigation,133.400,133.967
investigation,176.033,176.867
mount,176.867,180.333
investigation,180.333,191.633
mount,191.633,192.767
investigation,192.800,194.367
investigation,203.833,204.333
investigation,209.167,214.233
investigation,219.233,226.333
investigation,231.700,232.200
investigation,233.300,245.467
