labelId,timestamp,endTimestamp
investigation,11.333,15.700
investigation,25.233,25.500
investigation,39.833,41.333
investigation,44.033,44.467
investigation,52.733,53.133
investigation,64.900,65.233
investigation,84.133,85.300
mount,85.300,87.700
investigation,102.633,103.200
investigation,106.900,107.433
mount,107.433,108.733
investigation,115.700,116.033
investigation,133.033,133.667
mount,133.667,135.467
investigation,135.900,137.367
investigation,140.700,141.100
investigation,162.267,162.533
