labelId,timestamp,endTimestamp
investigation,0.033,1.533
investigation,2.567,12.000
investigation,12.933,27.233
investigation,31.600,66.900
investigation,67.467,68.667
investigation,109.867,111.433
investigation,113.233,124.333
investigation,128.933,141.167
investigation,142.767,145.267
investigation,153.200,160.733
investigation,171.867,172.200
investigation,176.300,176.700
investigation,176.733,178.467
investigation,195.467,195.900
investigation,198.167,199.000
investigation,202.400,202.800
investigation,204.900,205.967
investigation,210.867,211.100
investigation,215.000,216.967
investigation,218.767,219.367
investigation,235.367,236.100
investigation,238.467,238.900
investigation,253.967,254.200
