labelId,timestamp,endTimestamp
investigation,0.033,0.333
mount,0.333,9.500
investigation,14.067,14.400
mount,14.400,17.000
investigation,19.733,20.133
mount,20.133,21.767
investigation,27.467,27.800
mount,27.800,38.300
investigation,38.300,39.267
investigation,51.100,52.300
mount,52.300,55.033
investigation,55.033,56.533
investigation,59.433,60.867
mount,60.867,62.867
investigation,65.467,67.367
mount,67.367,68.600
investigation,68.600,69.267
investigation,76.500,82.200
investigation,87.333,87.700
mount,87.700,91.700
