labelId,timestamp,endTimestamp
mount,0.033,0.267
investigation,0.267,1.267
investigation,1.700,2.400
attack,2.400,4.400
mount,4.400,5.100
investigation,6.033,6.467
attack,6.467,9.033
investigation,9.667,11.233
attack,11.233,13.733
investigation,13.800,15.167
attack,15.167,18.167
investigation,18.467,19.867
attack,19.867,20.700
investigation,21.333,22.000
attack,22.000,25.167
investigation,25.167,26.633
investigation,30.333,31.200
attack,31.200,34.500
investigation,35.733,35.867
attack,35.867,37.433
investigation,37.433,44.267
attack,44.267,45.033
investigation,45.933,47.033
attack,47.033,47.233
investigation,47.700,48.267
attack,48.267,52.833
attack,53.233,55.500
investigation,55.833,56.567
attack,56.567,57.800
investigation,58.767,59.367
attack,59.367,60.433
investigation,64.533,64.800
attack,64.800,69.333
investigation,74.333,75.467
attack,75.467,76.200
investigation,77.400,77.700
attack,77.700,79.667
investigation,80.767,81.033
attack,81.033,82.100
investigation,82.833,86.300
attack,86.300,86.667
investigation,87.233,88.200
attack,88.200,90.133
