labelId,timestamp,endTimestamp
investigation,0.033,8.900
investigation,11.867,23.400
investigation,27.600,28.967
investigation,39.500,44.533
mount,44.533,46.467
investigation,46.467,48.967
mount,48.967,50.067
investigation,50.067,51.167
investigation,63.833,64.467
investigation,82.033,83.200
mount,83.200,87.567
investigation,87.567,88.000
mount,88.000,88.600
investigation,88.600,90.567
investigation,104.033,105.300
mount,105.300,106.967
investigation,115.967,120.500
mount,120.500,122.700
investigation,122.700,123.033
mount,123.033,123.867
investigation,123.867,124.667
investigation,139.933,142.100
mount,142.100,142.667
investigation,142.667,147.700
investigation,171.467,171.733
investigation,199.133,201.300
mount,201.300,202.567
investigation,202.567,203.533
mount,203.533,204.767
investigation,204.767,206.467
mount,206.467,206.833
investigation,206.833,206.933
investigation,241.200,242.300
mount,242.300,244.133
investigation,244.133,244.600
mount,244.600,246.233
investigation,246.233,246.333
investigation,291.967,304.433
investigation,332.367,334.067
mount,334.067,334.733
investigation,334.733,335.067
mount,335.067,338.667
investigation,338.667,349.167
mount,349.167,350.933
investigation,350.933,351.267
investigation,397.567,402.233
investigation,426.167,427.833
investigation,446.033,456.433
investigation,513.167,514.767
mount,514.767,516.567
investigation,516.567,518.167
mount,518.167,520.300
investigation,520.300,521.500
mount,521.500,522.367
investigation,522.367,522.800
investigation,554.600,559.300
mount,559.300,559.400
investigation,559.400,561.600
