labelId,timestamp,endTimestamp
investigation,0.033,4.233
investigation,4.533,21.133
investigation,21.967,23.833
investigation,24.533,29.967
investigation,31.467,34.867
investigation,37.967,42.033
investigation,45.100,47.000
investigation,49.400,56.533
investigation,58.833,62.900
investigation,63.467,63.733
investigation,67.067,67.900
mount,67.900,73.200
investigation,75.867,76.700
investigation,76.967,80.633
mount,80.633,83.300
investigation,91.200,92.467
investigation,92.967,99.300
mount,99.300,121.400
investigation,133.000,136.400
investigation,137.233,137.367
investigation,137.733,138.233
mount,138.233,154.500
investigation,166.367,170.700
mount,170.700,174.467
investigation,177.633,179.400
investigation,179.967,180.967
investigation,190.433,191.767
mount,191.767,200.300
investigation,205.233,206.567
investigation,222.000,224.067
mount,224.067,236.200
investigation,246.200,247.867
investigation,252.867,253.667
mount,253.667,269.000
investigation,281.600,282.800
investigation,283.833,284.267
investigation,305.900,307.467
mount,307.467,310.700
investigation,310.700,311.000
investigation,312.300,312.600
investigation,316.833,317.267
mount,317.267,332.633
investigation,339.733,340.567
investigation,347.667,349.100
investigation,350.867,351.333
mount,351.333,351.833
investigation,351.833,352.300
mount,352.300,354.300
investigation,354.300,355.367
investigation,390.767,391.700
mount,391.700,395.400
investigation,400.067,400.633
mount,400.633,403.833
investigation,403.833,405.400
mount,405.400,406.067
investigation,406.067,406.433
investigation,412.867,414.700
mount,414.700,419.733
investigation,421.267,422.100
mount,422.100,423.300
investigation,423.300,423.767
mount,423.767,425.433
investigation,427.400,428.733
investigation,446.700,449.567
mount,449.567,452.033
investigation,469.367,470.933
investigation,480.667,481.900
mount,481.900,506.200
investigation,524.333,525.533
investigation,546.533,547.300
mount,547.300,555.833
investigation,559.533,560.367
mount,560.367,565.067
investigation,580.300,581.333
mount,581.333,591.000
mount,593.100,594.300
investigation,607.500,609.967
investigation,610.400,611.533
mount,611.533,627.333
mount,630.000,636.967
investigation,645.733,646.033
investigation,651.800,652.167
investigation,672.100,672.633
mount,672.633,680.300
investigation,699.133,700.667
mount,700.667,712.133
