labelId,timestamp,endTimestamp
investigation,0.200,3.100
investigation,5.767,8.600
investigation,11.500,12.900
investigation,15.633,21.767
investigation,24.300,26.033
investigation,29.800,30.233
investigation,34.033,34.733
investigation,43.433,44.300
investigation,45.833,48.167
investigation,50.433,50.667
investigation,55.400,55.800
investigation,56.933,57.833
investigation,58.400,59.500
mount,59.500,63.300
investigation,63.300,64.267
investigation,66.000,67.000
mount,67.000,68.767
investigation,79.433,81.133
investigation,88.767,90.000
investigation,96.367,97.300
mount,97.300,100.433
investigation,100.433,101.400
investigation,104.133,105.067
mount,105.067,110.233
investigation,123.433,124.300
mount,124.300,127.067
investigation,127.067,128.233
investigation,147.000,149.733
investigation,199.400,200.233
mount,200.233,202.200
investigation,216.833,220.733
investigation,235.767,236.533
investigation,257.600,258.567
mount,258.567,263.567
investigation,263.567,264.333
investigation,268.900,269.133
investigation,280.433,281.300
investigation,287.567,289.267
investigation,290.733,299.633
investigation,304.033,304.533
mount,304.533,322.933
investigation,353.300,353.933
mount,353.933,356.667
investigation,356.667,359.900
mount,359.900,370.867
investigation,373.033,373.667
investigation,398.000,398.800
mount,398.800,401.133
investigation,401.133,401.933
investigation,432.033,432.667
