labelId,timestamp,endTimestamp
investigation,0.033,3.633
investigation,14.533,19.733
investigation,20.867,21.033
investigation,24.833,26.267
investigation,27.167,27.600
investigation,32.567,34.067
mount,34.067,36.600
investigation,36.600,37.833
investigation,53.367,62.900
investigation,63.800,66.833
investigation,83.300,83.567
investigation,84.333,85.800
investigation,86.700,87.200
mount,87.200,88.433
investigation,88.433,89.500
investigation,97.967,106.433
investigation,107.067,116.467
investigation,123.100,123.967
investigation,133.433,134.333
investigation,140.267,140.967
investigation,158.767,160.933
investigation,168.133,175.367
investigation,177.100,184.733
investigation,184.800,190.467
investigation,192.267,194.367
investigation,203.100,203.500
investigation,204.033,205.267
investigation,229.433,232.033
mount,232.033,234.833
investigation,234.833,235.900
investigation,255.600,285.400
