labelId,timestamp,endTimestamp
investigation,0.033,32.733
investigation,35.233,38.000
investigation,38.667,41.600
investigation,43.033,48.967
investigation,52.900,55.833
investigation,59.233,71.967
investigation,73.600,79.167
investigation,87.067,87.967
investigation,92.533,96.500
investigation,99.567,103.067
investigation,111.400,111.833
investigation,116.667,120.000
investigation,122.467,125.433
investigation,126.733,128.400
investigation,129.200,131.100
investigation,134.633,142.067
investigation,143.267,154.467
investigation,163.567,165.433
investigation,167.733,168.300
investigation,172.100,173.167
investigation,177.967,179.333
investigation,186.367,187.367
investigation,191.300,198.500
investigation,201.600,203.300
investigation,204.033,204.667
investigation,206.533,207.533
investigation,207.567,208.733
investigation,215.400,246.633
investigation,247.467,248.167
investigation,252.333,253.233
investigation,258.600,266.933
investigation,269.100,270.133
investigation,271.067,272.433
investigation,277.700,278.067
investigation,291.500,291.767
investigation,295.467,297.367
investigation,309.467,314.300
investigation,315.000,316.500
investigation,317.600,318.167
investigation,318.967,320.200
investigation,324.067,329.600
investigation,331.000,338.867
investigation,341.500,347.167
investigation,348.933,350.567
investigation,353.867,354.800
investigation,359.033,360.167
investigation,370.200,371.000
investigation,378.200,382.667
investigation,386.533,387.033
investigation,389.400,391.467
investigation,397.267,401.333
investigation,403.233,415.433
investigation,444.333,447.167
investigation,449.633,450.533
investigation,453.733,454.267
investigation,459.300,466.200
investigation,467.000,488.567
investigation,489.967,522.767
investigation,523.833,526.200
investigation,526.633,530.533
investigation,531.933,533.667
investigation,534.667,534.833
investigation,535.867,548.167
investigation,549.633,552.867
investigation,567.933,574.867
investigation,577.033,578.300
investigation,596.067,598.200
