labelId,timestamp,endTimestamp
investigation,0.033,3.100
investigation,4.133,10.467
investigation,11.367,11.767
investigation,12.667,14.633
investigation,15.267,24.933
investigation,26.967,30.733
investigation,31.900,35.700
investigation,38.467,44.167
investigation,48.633,53.933
investigation,57.667,59.900
investigation,60.667,61.933
investigation,65.967,68.033
investigation,74.400,78.467
investigation,86.167,87.067
investigation,88.633,90.000
investigation,93.533,93.933
investigation,99.933,100.300
investigation,101.167,102.133
investigation,104.467,111.767
investigation,113.133,113.933
investigation,114.233,116.300
investigation,118.833,119.667
investigation,120.567,121.000
investigation,122.533,123.067
investigation,131.567,131.733
investigation,132.967,136.400
investigation,141.500,141.867
investigation,164.367,169.400
investigation,170.700,171.567
