labelId,timestamp,endTimestamp
investigation,1.367,16.367
investigation,18.233,20.300
investigation,23.267,42.200
investigation,42.800,50.100
investigation,51.633,60.467
investigation,61.433,61.800
investigation,65.300,66.133
investigation,68.767,69.733
investigation,72.000,73.533
investigation,74.733,81.533
investigation,85.200,109.333
investigation,127.767,129.167
investigation,135.733,147.567
investigation,148.967,151.933
investigation,154.967,162.933
investigation,164.400,175.900
investigation,178.567,188.500
investigation,191.167,191.833
investigation,197.067,210.433
investigation,218.000,230.233
investigation,232.967,240.367
investigation,255.867,262.167
investigation,263.500,264.533
investigation,268.367,292.900
investigation,295.067,295.567
investigation,297.233,322.600
investigation,326.500,331.733
investigation,337.600,345.833
investigation,352.733,353.467
investigation,356.367,356.767
investigation,362.433,379.433
investigation,381.600,390.600
investigation,393.100,403.033
investigation,405.500,411.633
investigation,413.200,417.667
investigation,423.333,424.400
investigation,425.000,430.133
investigation,437.567,465.900
investigation,466.633,483.400
investigation,484.567,485.500
investigation,489.967,511.800
investigation,513.867,529.700
investigation,531.233,536.433
investigation,537.667,540.133
investigation,543.833,547.333
