labelId,timestamp,endTimestamp
investigation,0.033,13.500
investigation,14.067,37.033
investigation,38.400,48.500
investigation,49.167,59.900
investigation,60.733,62.733
investigation,63.267,70.233
investigation,71.500,86.700
investigation,87.367,89.900
mount,89.900,91.433
investigation,91.433,92.000
investigation,93.233,98.500
mount,98.500,99.433
investigation,99.433,102.500
investigation,106.400,106.800
investigation,114.900,116.000
investigation,123.333,125.967
mount,125.967,126.733
investigation,126.733,127.700
investigation,129.733,130.133
investigation,132.400,133.633
investigation,135.233,138.067
investigation,147.100,149.100
mount,149.100,149.967
investigation,149.967,154.600
investigation,165.900,166.800
investigation,175.167,175.733
investigation,179.233,180.300
mount,180.300,185.500
investigation,185.500,185.733
mount,185.733,187.267
investigation,187.267,188.333
investigation,192.300,193.400
mount,193.400,195.300
investigation,195.300,198.333
mount,198.333,199.933
investigation,199.933,200.100
investigation,204.833,214.967
investigation,232.767,233.000
investigation,237.900,240.000
investigation,240.733,241.433
investigation,256.533,258.233
investigation,265.000,268.500
investigation,284.100,285.233
mount,285.233,287.700
investigation,287.700,287.933
investigation,297.067,298.033
mount,298.033,299.867
investigation,299.867,300.067
investigation,306.600,307.767
investigation,321.033,322.200
investigation,327.233,328.167
investigation,329.367,333.100
investigation,343.100,344.200
mount,344.200,347.200
investigation,347.200,347.800
mount,347.800,348.333
investigation,348.333,348.867
mount,348.867,349.400
investigation,349.400,349.833
investigation,358.833,359.233
investigation,368.267,370.433
mount,370.433,371.900
investigation,371.900,372.200
mount,372.200,373.933
investigation,373.933,375.100
investigation,377.700,380.700
investigation,384.700,386.000
investigation,397.067,399.300
investigation,415.800,418.600
investigation,428.667,429.833
investigation,439.800,441.400
investigation,451.700,452.067
investigation,461.133,461.367
investigation,470.533,484.300
investigation,495.833,496.333
investigation,501.567,502.033
investigation,526.967,529.000
investigation,534.700,539.533
mount,539.533,542.267
investigation,544.100,544.367
investigation,546.500,549.300
mount,549.300,551.433
investigation,551.433,552.067
investigation,563.567,563.800
investigation,585.000,586.000
investigation,587.067,587.367
