labelId,timestamp,endTimestamp
investigation,0.033,17.133
investigation,18.333,34.900
investigation,36.400,42.933
investigation,49.867,50.000
attack,50.000,54.167
investigation,54.167,54.600
attack,54.600,55.233
investigation,55.233,57.733
attack,57.733,59.500
investigation,59.500,60.433
investigation,67.667,72.333
mount,72.333,74.000
investigation,74.000,75.133
mount,75.133,76.767
attack,76.767,78.367
investigation,78.367,80.833
attack,85.933,87.033
investigation,87.033,90.233
investigation,90.267,93.500
investigation,98.267,101.067
mount,101.067,102.300
investigation,102.300,102.967
investigation,113.233,113.600
mount,113.600,115.100
investigation,115.100,116.667
investigation,117.800,118.133
mount,118.133,119.867
investigation,119.867,126.633
mount,126.633,127.833
investigation,127.833,128.600
investigation,182.267,183.300
