labelId,timestamp,endTimestamp
investigation,8.400,9.300
investigation,9.733,10.267
investigation,36.433,37.400
investigation,37.433,47.300
investigation,50.500,51.800
mount,51.800,53.967
investigation,53.967,54.767
investigation,65.267,66.300
investigation,73.100,74.033
mount,74.033,75.900
investigation,75.900,81.233
investigation,83.667,84.533
mount,84.533,87.033
investigation,87.033,89.600
mount,89.600,92.967
investigation,109.033,109.233
investigation,131.233,132.867
investigation,134.400,135.267
investigation,135.867,136.467
mount,136.467,138.467
investigation,151.033,151.900
investigation,156.167,159.467
investigation,161.400,163.400
investigation,181.300,183.800
investigation,189.500,190.567
mount,190.567,191.167
investigation,191.167,191.767
investigation,204.933,207.767
investigation,208.467,210.667
investigation,215.367,217.400
investigation,269.167,269.667
investigation,295.267,295.800
