labelId,timestamp,endTimestamp
mount,0.033,2.833
investigation,4.633,8.967
investigation,11.300,12.067
mount,12.067,14.067
investigation,16.700,17.333
mount,17.333,23.800
investigation,23.800,24.000
investigation,26.467,28.200
investigation,29.067,29.300
investigation,32.933,33.467
mount,33.467,36.333
investigation,44.867,45.467
mount,45.467,46.900
investigation,53.667,54.233
mount,54.233,60.600
investigation,62.500,63.800
mount,63.800,65.333
investigation,65.333,65.800
mount,65.800,67.900
investigation,67.900,68.500
mount,68.500,70.900
investigation,70.900,71.167
investigation,73.600,73.933
investigation,84.333,85.233
investigation,85.467,86.233
mount,86.233,90.133
investigation,114.767,116.000
mount,116.000,120.533
