labelId,timestamp,endTimestamp
investigation,0.033,5.833
investigation,6.467,15.467
investigation,19.167,21.200
investigation,23.767,28.267
investigation,34.067,34.800
investigation,37.200,38.400
investigation,47.033,51.567
investigation,55.833,58.433
investigation,61.067,62.100
investigation,68.767,70.333
investigation,71.367,71.767
investigation,75.633,76.133
investigation,80.100,81.733
investigation,85.800,88.533
investigation,89.633,90.400
investigation,93.400,94.433
investigation,101.033,103.867
investigation,110.267,110.600
investigation,113.367,113.967
investigation,114.333,115.800
investigation,118.433,120.733
investigation,123.767,125.333
investigation,127.567,127.900
investigation,131.000,131.467
