labelId,timestamp,endTimestamp
investigation,1.167,2.867
investigation,3.933,4.600
investigation,13.067,16.100
investigation,27.333,27.667
investigation,36.267,37.767
investigation,40.400,41.667
mount,41.667,46.933
investigation,55.667,56.633
mount,56.633,58.200
investigation,70.600,71.200
mount,71.200,73.233
investigation,74.933,75.433
investigation,90.633,91.167
mount,91.167,93.267
investigation,108.233,121.300
investigation,138.300,138.800
mount,138.800,140.433
investigation,140.433,142.067
investigation,154.667,157.600
investigation,173.333,174.367
investigation,190.067,190.733
mount,190.733,192.633
investigation,192.633,193.367
mount,193.367,194.300
investigation,194.300,194.800
mount,194.800,195.733
investigation,209.267,210.767
mount,210.767,212.667
investigation,217.867,219.067
mount,219.067,219.967
investigation,225.900,231.033
investigation,236.733,237.467
