labelId,timestamp,endTimestamp
investigation,0.033,0.267
investigation,4.767,6.700
investigation,8.667,11.000
investigation,12.833,17.500
investigation,18.267,20.033
mount,20.033,22.267
investigation,22.267,22.733
investigation,48.700,54.467
investigation,56.333,56.500
investigation,62.267,64.233
mount,64.233,64.867
investigation,64.867,68.767
investigation,69.600,73.933
mount,73.933,76.167
investigation,76.167,78.733
investigation,93.467,94.500
investigation,109.600,111.467
investigation,126.567,130.367
investigation,134.800,136.133
mount,136.133,139.567
investigation,139.567,140.267
