labelId,timestamp,endTimestamp
investigation,2.100,4.267
investigation,5.867,9.300
investigation,14.067,21.933
investigation,24.400,25.267
investigation,36.233,36.733
investigation,37.067,39.467
investigation,43.900,44.800
investigation,52.800,53.967
investigation,60.000,70.200
attack,70.200,75.267
investigation,75.267,75.833
investigation,77.400,79.033
investigation,82.133,82.333
investigation,83.633,84.667
investigation,88.767,89.133
investigation,90.100,93.800
investigation,97.267,97.533
investigation,98.333,98.700
investigation,102.133,102.300
investigation,106.933,107.933
investigation,115.000,115.300
investigation,118.833,119.900
investigation,122.667,122.900
investigation,123.733,124.700
investigation,139.433,146.200
investigation,148.500,148.967
investigation,150.300,154.867
investigation,156.467,156.933
investigation,167.833,168.333
investigation,169.333,169.767
investigation,171.433,172.233
investigation,182.267,183.100
investigation,185.033,186.400
investigation,186.700,189.333
investigation,190.400,196.600
attack,196.600,198.300
investigation,200.300,200.733
attack,200.733,202.800
investigation,203.633,203.833
attack,203.833,205.100
investigation,205.633,205.667
attack,205.667,206.067
investigation,206.800,207.067
attack,207.067,208.800
attack,209.100,209.400
attack,209.533,210.100
investigation,211.033,211.267
attack,211.267,211.800
investigation,213.733,214.267
investigation,216.267,216.567
attack,216.567,217.400
investigation,219.467,219.767
attack,219.767,221.133
investigation,221.533,221.700
attack,221.700,222.067
investigation,223.167,223.400
attack,223.400,225.033
investigation,225.767,226.333
attack,226.333,227.833
investigation,238.800,239.133
investigation,240.667,241.000
investigation,248.667,249.600
investigation,252.067,252.833
investigation,265.967,273.000
investigation,276.833,280.433
investigation,291.167,292.933
investigation,304.667,309.433
investigation,310.567,311.967
attack,311.967,318.800
investigation,318.800,319.100
investigation,321.600,324.433
attack,324.433,327.700
investigation,327.700,328.367
investigation,330.000,330.300
attack,330.300,331.933
investigation,332.600,332.900
attack,332.900,334.300
investigation,336.067,336.267
attack,336.267,336.833
investigation,337.400,337.500
attack,337.500,338.600
investigation,339.067,339.700
investigation,341.067,341.533
attack,341.533,342.167
investigation,343.033,343.833
investigation,347.700,348.700
attack,348.700,349.000
investigation,349.433,349.567
attack,349.567,352.067
investigation,352.633,352.800
attack,352.800,352.967
investigation,353.033,353.300
attack,353.300,353.900
investigation,354.333,355.033
attack,355.033,355.333
investigation,355.333,355.567
attack,355.567,355.767
investigation,357.400,358.067
attack,358.067,360.767
investigation,361.600,361.833
attack,361.833,362.133
investigation,362.133,362.667
investigation,364.067,364.900
attack,364.900,365.433
investigation,366.033,367.400
attack,367.400,368.067
investigation,368.267,368.467
investigation,370.367,370.733
attack,370.733,373.167
investigation,373.633,375.100
investigation,375.933,378.800
investigation,386.133,387.133
investigation,394.433,395.600
investigation,397.733,400.400
investigation,401.367,401.933
investigation,416.967,417.667
investigation,418.800,419.900
investigation,420.633,421.033
investigation,437.600,439.900
investigation,451.167,452.067
investigation,462.000,462.567
investigation,472.633,473.167
investigation,474.600,475.267
investigation,491.800,492.333
investigation,498.100,498.767
investigation,505.400,505.800
investigation,507.467,508.900
investigation,510.500,511.600
investigation,512.433,512.767
investigation,527.033,527.467
investigation,529.000,529.900
investigation,533.333,534.133
investigation,541.333,542.067
investigation,555.100,559.067
investigation,585.867,588.033
investigation,588.667,592.833
investigation,594.033,594.533
attack,594.533,594.867
investigation,596.033,596.200
attack,596.200,597.900
investigation,598.200,599.100
attack,599.100,599.500
investigation,600.800,600.900
attack,600.900,601.667
investigation,602.333,602.500
attack,602.500,604.033
investigation,604.767,604.967
attack,604.967,605.367
investigation,610.733,611.800
attack,611.800,614.300
investigation,614.600,614.767
attack,614.767,615.333
investigation,621.000,622.867
attack,622.867,623.467
investigation,623.667,623.800
attack,623.800,624.300
investigation,625.067,625.300
attack,625.300,626.400
investigation,626.600,627.467
attack,627.467,628.033
investigation,628.533,628.633
investigation,629.000,629.133
attack,629.133,630.233
investigation,630.867,631.033
attack,631.033,631.967
investigation,632.933,633.633
investigation,634.067,634.600
investigation,638.533,638.733
investigation,640.933,641.033
