labelId,timestamp,endTimestamp
investigation,2.067,35.067
investigation,35.767,36.133
investigation,38.033,46.533
investigation,48.500,50.500
investigation,54.933,58.833
investigation,64.000,65.533
investigation,67.933,68.933
investigation,72.800,83.233
investigation,85.267,85.667
investigation,87.400,87.900
investigation,90.933,93.833
investigation,94.900,97.167
investigation,99.533,100.033
investigation,102.567,105.600
investigation,124.600,139.533
investigation,142.867,145.567
investigation,152.800,154.467
investigation,158.100,176.333
mount,176.333,177.567
investigation,177.567,192.667
investigation,194.200,195.233
investigation,197.967,198.933
investigation,202.500,212.733
mount,212.733,213.000
investigation,213.000,220.167
investigation,227.800,230.100
investigation,238.467,244.433
investigation,245.667,248.833
investigation,254.933,289.467
investigation,291.367,296.333
investigation,297.800,311.367
investigation,314.033,326.933
