labelId,timestamp,endTimestamp
investigation,0.033,33.200
investigation,33.733,39.900
investigation,42.733,43.500
mount,43.500,45.067
investigation,45.067,45.500
investigation,46.633,50.567
mount,50.567,51.867
investigation,51.867,52.133
investigation,54.600,56.333
mount,56.333,57.200
investigation,57.200,57.467
investigation,59.233,60.200
investigation,62.067,63.433
mount,63.433,65.467
investigation,65.467,65.700
investigation,67.400,70.267
investigation,74.533,76.067
investigation,79.133,80.500
investigation,81.700,82.033
investigation,92.133,92.800
mount,92.800,95.800
investigation,95.800,97.867
investigation,101.900,102.667
mount,102.667,103.233
investigation,103.233,104.233
investigation,105.033,106.300
mount,106.300,107.833
investigation,107.833,108.433
investigation,117.967,119.000
mount,119.000,120.567
investigation,120.567,120.867
investigation,123.433,124.033
investigation,144.933,145.800
investigation,151.200,152.467
mount,152.467,154.000
investigation,154.000,154.500
investigation,155.533,156.133
investigation,161.767,162.600
mount,162.600,163.367
investigation,163.367,165.867
investigation,182.467,182.833
investigation,187.967,189.033
investigation,209.533,213.033
investigation,240.133,240.633
investigation,243.433,245.867
investigation,278.133,278.600
investigation,290.133,290.367
investigation,302.400,304.167
investigation,323.100,323.300
investigation,329.433,330.233
investigation,337.467,337.633
investigation,339.067,339.467
investigation,345.267,346.100
investigation,364.167,365.333
investigation,373.700,374.000
investigation,386.200,386.567
investigation,386.967,387.833
investigation,409.267,409.633
investigation,411.167,412.333
mount,412.333,414.167
investigation,414.167,414.667
mount,414.667,414.800
investigation,414.800,416.733
mount,416.733,417.333
investigation,417.333,417.633
mount,417.633,419.667
investigation,419.667,420.967
mount,420.967,424.100
investigation,424.100,425.900
investigation,470.433,471.867
investigation,472.467,473.667
investigation,484.667,485.467
mount,485.467,485.967
investigation,485.967,486.133
mount,486.133,488.500
investigation,488.500,489.100
mount,489.100,490.933
investigation,490.933,491.933
mount,491.933,492.433
investigation,492.433,492.900
investigation,494.167,494.533
investigation,513.567,513.867
investigation,520.000,521.133
investigation,526.567,527.200
mount,527.200,530.367
investigation,530.367,530.800
investigation,531.733,533.700
investigation,554.967,555.467
investigation,564.400,564.633
investigation,576.933,577.300
