labelId,timestamp,endTimestamp
investigation,0.033,3.233
investigation,4.267,6.867
investigation,7.533,11.567
investigation,13.900,58.400
investigation,59.533,61.033
investigation,70.033,92.867
investigation,93.467,93.800
investigation,98.700,103.333
investigation,104.267,117.733
investigation,119.000,127.200
investigation,127.800,130.733
investigation,132.633,152.000
investigation,156.767,160.967
investigation,162.100,165.700
investigation,169.267,169.567
investigation,175.133,176.533
investigation,177.633,179.000
investigation,180.300,182.300
investigation,183.500,183.700
investigation,187.500,188.833
investigation,190.133,190.833
investigation,200.700,201.233
investigation,204.533,206.733
investigation,207.767,224.267
investigation,228.367,230.033
investigation,231.067,232.367
investigation,233.200,233.600
investigation,234.633,234.933
investigation,237.867,239.200
investigation,240.133,240.567
investigation,242.300,250.100
investigation,252.133,254.933
investigation,258.933,263.933
investigation,270.967,281.933
investigation,285.467,285.867
investigation,289.433,291.567
investigation,292.000,294.467
investigation,300.200,303.033
investigation,310.533,311.433
investigation,315.033,317.733
investigation,322.800,324.233
investigation,337.633,338.767
investigation,343.267,351.533
investigation,353.733,353.967
investigation,357.900,359.767
investigation,360.667,366.667
investigation,379.033,381.733
investigation,388.333,389.800
investigation,390.133,390.900
investigation,391.333,392.267
investigation,405.433,412.333
investigation,414.667,416.400
investigation,422.133,422.933
investigation,426.567,435.500
investigation,437.600,440.400
investigation,442.133,442.933
investigation,447.800,448.567
investigation,450.100,452.367
investigation,462.767,464.300
investigation,469.900,478.500
investigation,479.200,482.867
investigation,486.700,487.767
investigation,488.733,490.100
investigation,491.133,494.533
investigation,502.267,506.967
investigation,509.267,510.233
investigation,515.067,515.333
investigation,517.500,524.667
investigation,538.200,538.567
investigation,550.233,561.967
investigation,563.067,571.533
investigation,572.600,573.333
investigation,577.733,583.733
investigation,587.867,588.533
investigation,592.467,595.767
investigation,597.933,600.733
investigation,605.867,606.700
investigation,610.267,612.200
