labelId,timestamp,endTimestamp
investigation,0.067,2.400
mount,2.400,5.433
investigation,5.433,6.400
mount,6.400,9.600
investigation,9.600,22.600
mount,22.600,24.567
investigation,24.567,25.167
investigation,31.233,31.767
investigation,35.733,40.333
investigation,42.833,44.567
investigation,47.200,51.433
investigation,53.367,53.933
investigation,68.867,69.367
investigation,71.900,75.533
investigation,82.133,85.967
investigation,86.767,88.367
investigation,113.967,114.200
investigation,130.600,130.900
investigation,134.300,135.400
investigation,147.067,147.433
investigation,163.400,165.900
mount,165.900,166.800
investigation,166.800,167.933
mount,167.933,174.100
investigation,174.100,175.300
mount,175.300,182.533
investigation,191.433,192.200
investigation,193.067,194.200
investigation,207.133,211.067
investigation,242.133,247.000
